features,labels,item_list
"[9.0, 9.0, 2.5, 1.0, 2.0, 2.5, 1.0, 1.0, 1.5, 2.0, 1.0, 1.5, 0.0, 0.0]","[4.58088284784653, 0.5718469010096108, 4.898934599785291, 3.3147827191581913, 7.310193982852182, 4.959015377294972, 7.233416004761641, 1.2548169187444949, 3.380217461890349, 5.074099957221727, 0.0, 0.0]","['Bookcase', 'Couch', 'Armchair', 'CoffeeTable', 'Chest']"
"[9.0, 11.0, 2.0, 2.5, 1.0, 1.0, 0.5, 0.5, 2.0, 1.5, 0.0, 0.0, 0.0, 0.0]","[4.013212860671534, 1.0882210084055495, 6.313510835168723, 1.0388479854772592, 7.90116069055742, 6.01071419945993, 2.6981012255838577, 8.557076118312109, 0.0, 0.0, 0.0, 0.0]","['Couch', 'Armchair', 'FloorLamp', 'CoffeeTable']"
"[8.0, 11.0, 1.5, 1.0, 2.0, 2.0, 1.0, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.16660402819772208, 0.05334520129598452, 4.0980432270802485, 2.6031876165060264, 2.3607321431035984, 6.481455508940561, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['WorkDesk', 'Closet', 'Chest']"
"[8.0, 9.0, 2.0, 2.0, 2.5, 2.0, 2.0, 1.0, 1.5, 1.0, 0.5, 0.5, 0.0, 0.0]","[4.5473776669897035, 3.6647656317227835, 4.294218490031363, 6.407613150163657, 2.0652137915481266, 0.8080994083004365, 4.860919360613699, 1.598618006388012, 2.8374055833914067, 4.575165691405203, 0.0, 0.0]","['Closet', 'Couch', 'MediaUnit', 'Chest', 'FloorLamp']"
"[9.0, 11.0, 1.0, 1.0, 0.5, 0.5, 2.0, 2.0, 1.5, 1.0, 1.0, 1.5, 0.0, 0.0]","[3.993645981894126, 8.75523802643572, 7.933368565664653, 5.308368418819025, 6.980182101287304, 0.2333075868219303, 7.435179510342663, 3.5102756924036624, 0.6704084690890495, 1.6338015084445439, 0.0, 0.0]","['Armchair', 'FloorLamp', 'Closet', 'WorkDesk', 'Chest']"
"[10.0, 9.0, 1.0, 1.0, 2.5, 1.0, 1.0, 1.5, 2.0, 2.0, 0.5, 0.5, 0.0, 0.0]","[5.939779213512249, 4.742221328917059, 7.493262808413569, 5.598666531784091, 5.195998692197289, 2.0642017584598555, 0.46425407014082953, 3.94292241196929, 3.9859329967842023, 4.881058340262914, 0.0, 0.0]","['Armchair', 'Bookcase', 'WorkDesk', 'Closet', 'FloorLamp']"
"[11.0, 11.0, 2.5, 2.0, 1.5, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[7.486762357853607, 3.0278681645356484, 1.6322368754842769, 0.9149514963051253, 6.025445130078761, 7.477670134403112, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['Couch', 'Chest', 'Armchair']"
"[11.0, 8.0, 1.5, 1.0, 2.0, 1.5, 1.0, 2.0, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0]","[6.623735856887362, 2.0356260138428577, 2.9434000374090012, 4.640577486672723, 3.0917826898426224, 1.3868966374235792, 0.024045614321203557, 3.3889987939889274, 0.0, 0.0, 0.0, 0.0]","['WorkDesk', 'CoffeeTable', 'MediaUnit', 'Closet']"
"[9.0, 10.0, 2.5, 2.0, 1.0, 1.0, 1.5, 1.0, 0.5, 0.5, 2.0, 2.0, 0.0, 0.0]","[2.458363736480148, 1.7608341541047068, 3.6437435357857915, 8.30996080967501, 2.149312625486565, 5.34532741441344, 6.115245013428795, 5.813316976735743, 6.911813797488973, 3.5266413443483247, 0.0, 0.0]","['Couch', 'Armchair', 'WorkDesk', 'FloorLamp', 'Closet']"
"[10.0, 12.0, 2.0, 2.0, 1.0, 2.0, 2.0, 1.5, 1.5, 1.0, 0.0, 0.0, 0.0, 0.0]","[2.149605037425242, 4.7135948909571965, 6.8710434303733, 3.6250372833142896, 3.0123872734859836, 0.18102160143927903, 3.590936221332585, 8.379060871066526, 0.0, 0.0, 0.0, 0.0]","['Closet', 'MediaUnit', 'CoffeeTable', 'Chest']"
"[10.0, 11.0, 1.5, 1.0, 2.0, 2.5, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[7.8693556265125215, 4.2004080419169565, 3.051816233223553, 3.95706731845261, 2.757253869741439, 10.099180493585303, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['WorkDesk', 'Couch', 'FloorLamp']"
"[12.0, 12.0, 1.0, 1.5, 2.5, 1.0, 1.0, 1.0, 2.0, 1.5, 1.5, 1.0, 0.0, 0.0]","[1.224734385998211, 2.3470901372939843, 6.158113520189479, 4.54586985159592, 6.167292143227127, 8.814946049399014, 4.542686563600742, 0.7743673214821685, 9.366759133854766, 0.012415753407857055, 0.0, 0.0]","['Chest', 'Bookcase', 'Armchair', 'CoffeeTable', 'WorkDesk']"
"[12.0, 8.0, 2.5, 2.0, 0.5, 0.5, 2.0, 1.0, 2.0, 2.0, 2.0, 1.5, 1.0, 2.5]","[8.382517246744118, 1.0278369421700404, 2.5170848644834956, 6.650257445186348, 8.681581624947219, 5.67026403460147, 2.2530032207322437, 2.901762015091987, 4.287191470373894, 1.8597584591430212, 7.028794791468143, 5.46065675953563]","['Couch', 'FloorLamp', 'MediaUnit', 'Closet', 'CoffeeTable', 'Bookcase']"
"[8.0, 8.0, 0.5, 0.5, 2.0, 2.0, 1.5, 1.0, 1.0, 2.5, 2.0, 1.0, 2.5, 2.0]","[3.691105542544774, 4.050673575393356, 3.311384757430101, 0.3586943550853188, 3.5712940415156273, 3.024737412358592, 1.7225757132986956, 0.7904787214742286, 3.507924072651008, 6.958458395643179, 0.4918609450556947, 5.543635038379737]","['FloorLamp', 'Closet', 'WorkDesk', 'Bookcase', 'MediaUnit', 'Couch']"
"[8.0, 11.0, 1.0, 2.0, 2.0, 1.5, 1.0, 1.0, 1.5, 1.0, 1.0, 2.5, 0.0, 0.0]","[5.67745652199892, 4.570342819563042, 1.2125264966723852, 2.387687555819741, 6.953585075814855, 9.117175032658906, 5.445964983137261, 1.476499594674231, 0.7430277157154286, 8.050816161778213, 0.0, 0.0]","['MediaUnit', 'CoffeeTable', 'Armchair', 'WorkDesk', 'Bookcase']"
"[12.0, 12.0, 2.0, 1.5, 1.5, 1.0, 2.0, 1.0, 1.0, 1.0, 0.5, 0.5, 1.0, 1.5]","[6.511295897730005, 9.731644283159802, 2.682045827403057, 10.030603907777367, 5.372537831902138, 4.804437981685126, 0.5327426314777224, 6.034827981668565, 8.350054144432338, 2.2057558331459495, 2.6070303358572913, 5.4939048217238975]","['CoffeeTable', 'WorkDesk', 'MediaUnit', 'Armchair', 'FloorLamp', 'Chest']"
"[8.0, 9.0, 2.0, 2.5, 1.0, 1.0, 1.5, 1.0, 1.0, 2.5, 0.0, 0.0, 0.0, 0.0]","[4.3250982296534435, 5.000689929381364, 2.5086318033694868, 0.33368221574840984, 1.8205085901885836, 5.919367374319828, 0.6461854651687873, 0.5957727611327085, 0.0, 0.0, 0.0, 0.0]","['Couch', 'Armchair', 'Chest', 'Bookcase']"
"[8.0, 11.0, 1.0, 2.0, 1.0, 1.5, 1.0, 1.5, 2.0, 2.5, 0.5, 0.5, 0.0, 0.0]","[6.371270467724816, 7.341168563717071, 1.7479767028561937, 8.953848833633357, 2.862470897970572, 0.35686725424712745, 2.037420550211236, 5.455431514362112, 1.5295724817617806, 7.286596630645289, 0.0, 0.0]","['MediaUnit', 'WorkDesk', 'Chest', 'Couch', 'FloorLamp']"
"[10.0, 10.0, 1.0, 2.5, 1.0, 1.0, 2.0, 2.5, 2.0, 1.5, 2.0, 1.0, 0.0, 0.0]","[8.961091755179229, 3.301892864977825, 0.5546452260858196, 8.839588587026295, 3.2588612465958064, 0.1921316423398728, 3.7064765696539244, 3.8653192820385676, 3.686171652105992, 5.611063706373765, 0.0, 0.0]","['Bookcase', 'Armchair', 'Couch', 'CoffeeTable', 'MediaUnit']"
"[12.0, 8.0, 2.0, 1.5, 2.5, 2.0, 0.5, 0.5, 1.0, 1.0, 1.0, 2.0, 1.5, 1.0]","[1.809880703947906, 0.36706688266177623, 1.4308833844342745, 2.365542366541575, 8.375455377041785, 4.764563167034089, 7.551694605463694, 0.4534106717567027, 7.282327818929668, 1.9679163525375625, 8.983837243808514, 0.5251995933681316]","['CoffeeTable', 'Couch', 'FloorLamp', 'Armchair', 'MediaUnit', 'Chest']"
"[8.0, 12.0, 1.5, 1.0, 1.5, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.742485907898685, 3.692708690860941, 2.9969724348179887, 3.788148294975799, 3.7460386878680993, 0.14904454084331764, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['WorkDesk', 'Chest', 'Armchair']"
"[10.0, 10.0, 1.5, 1.0, 0.5, 0.5, 1.5, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.1338506838439335, 6.144224679473955, 8.84796572192496, 4.3572249319399425, 6.906376764150772, 8.844212211983741, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['WorkDesk', 'FloorLamp', 'Chest']"
"[10.0, 11.0, 1.0, 1.0, 2.0, 2.5, 1.0, 1.5, 1.5, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.7661411917899219, 7.654777365169774, 4.648643809067446, 2.928597430010485, 5.087997777947314, 7.008576790873461, 7.363100561226775, 0.6750618247589879, 0.0, 0.0, 0.0, 0.0]","['Armchair', 'Couch', 'WorkDesk', 'Chest']"
"[10.0, 10.0, 2.0, 1.5, 2.0, 2.0, 0.5, 0.5, 1.0, 2.5, 1.0, 1.0, 0.0, 0.0]","[2.2135557396302286, 6.427178354877302, 1.5146433144877642, 0.09816154053419002, 3.5178476064135733, 1.03222438895425, 4.849515997680197, 6.613396493398865, 4.879623261506884, 2.158412253930128, 0.0, 0.0]","['CoffeeTable', 'Closet', 'FloorLamp', 'Bookcase', 'Armchair']"
"[11.0, 10.0, 2.0, 1.5, 1.0, 1.5, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.61186979357218, 3.6814344173983367, 1.0862812700449054, 4.507919404898592, 0.003665014490215057, 6.213676884908229, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['CoffeeTable', 'WorkDesk', 'MediaUnit']"
"[12.0, 11.0, 2.5, 1.0, 1.5, 2.0, 1.5, 1.0, 1.0, 2.0, 2.0, 2.0, 0.5, 0.5]","[4.263649888845235, 8.330062118859892, 8.103247926453061, 5.459331849965149, 3.7024518676120457, 9.86127817678424, 2.403100929507062, 5.531429329021475, 7.733953488295314, 1.3598332706110836, 10.079520459142909, 6.573076344704821]","['Bookcase', 'CoffeeTable', 'Chest', 'MediaUnit', 'Closet', 'FloorLamp']"
"[10.0, 9.0, 2.5, 1.0, 2.0, 2.0, 1.5, 1.0, 1.0, 1.5, 2.0, 1.0, 0.0, 0.0]","[4.088239006606972, 6.455880497253876, 7.0996733980848905, 0.583889284192154, 5.274257428822155, 0.16611819600445, 3.358395971901004, 0.22283534236093278, 6.92435308647614, 4.59337699478979, 0.0, 0.0]","['Bookcase', 'Closet', 'Chest', 'WorkDesk', 'MediaUnit']"
"[9.0, 12.0, 1.0, 2.0, 1.0, 1.5, 1.0, 1.5, 1.5, 2.0, 0.5, 0.5, 0.0, 0.0]","[4.608050471856652, 3.259515981361758, 4.555391225438097, 6.442138049082323, 6.965552584413129, 9.643146562216694, 6.343622357758327, 4.417669823022275, 2.388801210095646, 10.166145902305248, 0.0, 0.0]","['MediaUnit', 'Chest', 'WorkDesk', 'CoffeeTable', 'FloorLamp']"
"[12.0, 12.0, 2.5, 1.0, 2.5, 2.0, 1.0, 1.0, 1.5, 1.0, 0.0, 0.0, 0.0, 0.0]","[2.6544222601323058, 0.6748391363792487, 3.1116135296515552, 9.493135955063778, 0.5136384728679719, 5.756417840655423, 5.6768417734490395, 7.111576047491581, 0.0, 0.0, 0.0, 0.0]","['Bookcase', 'Couch', 'Armchair', 'Chest']"
"[11.0, 11.0, 0.5, 0.5, 1.0, 2.5, 1.0, 1.5, 2.0, 1.0, 1.0, 1.0, 0.0, 0.0]","[2.9958595343478414, 8.197202634599524, 0.17607170510019254, 4.444602360293242, 2.4794369646084613, 2.065500341383655, 3.7672545224058545, 5.787366262074506, 5.356025082463361, 0.43868050308590645, 0.0, 0.0]","['FloorLamp', 'Bookcase', 'Chest', 'MediaUnit', 'Armchair']"
"[12.0, 9.0, 2.0, 1.0, 1.0, 1.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[6.9705129495467055, 0.30881719077220193, 3.0272113786914514, 0.6804747668222912, 10.881983626303438, 7.1008682900290925, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['MediaUnit', 'Armchair', 'FloorLamp']"
"[8.0, 11.0, 1.0, 2.5, 2.0, 2.0, 0.5, 0.5, 1.5, 1.0, 0.0, 0.0, 0.0, 0.0]","[5.093229993260439, 4.882396059930461, 2.3304933475928857, 2.392608270825028, 6.766525238211532, 3.1419801856914646, 4.906357940947788, 1.3991985515157146, 0.0, 0.0, 0.0, 0.0]","['Bookcase', 'Closet', 'FloorLamp', 'WorkDesk']"
"[9.0, 9.0, 1.5, 1.0, 2.0, 2.0, 2.5, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[7.190630759545491, 6.065192283754842, 2.6511008142395682, 5.777940889417813, 5.116703316796771, 7.627771083397695, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['Chest', 'Closet', 'Bookcase']"
"[8.0, 11.0, 0.5, 0.5, 1.5, 1.0, 2.5, 1.0, 2.0, 1.0, 2.5, 2.0, 2.0, 2.0]","[7.174302125185238, 7.832449924546875, 2.698180634612594, 2.700810622271014, 1.6011248404449363, 5.044081860310156, 0.8348308372536752, 7.39403108988856, 3.705800882396665, 0.066405191023995, 1.939879230508267, 8.471628265968732]","['FloorLamp', 'WorkDesk', 'Bookcase', 'MediaUnit', 'Couch', 'Closet']"
"[8.0, 11.0, 1.0, 1.5, 1.0, 2.5, 2.0, 1.5, 1.0, 1.5, 0.0, 0.0, 0.0, 0.0]","[6.891023726469062, 0.9911029280529879, 1.384856779096797, 4.24255702945605, 4.9166147932436886, 6.216848498833649, 1.8744988962986135, 2.3240406092189665, 0.0, 0.0, 0.0, 0.0]","['Chest', 'Bookcase', 'CoffeeTable', 'WorkDesk']"
"[9.0, 10.0, 1.0, 1.0, 0.5, 0.5, 2.0, 1.5, 1.5, 1.0, 0.0, 0.0, 0.0, 0.0]","[6.967958943113717, 4.8444797957054, 2.609887768424939, 0.8761720510280824, 1.6224976177009123, 1.6299353874072544, 7.486213586186919, 3.661530191490745, 0.0, 0.0, 0.0, 0.0]","['Armchair', 'FloorLamp', 'CoffeeTable', 'WorkDesk']"
"[11.0, 11.0, 1.5, 1.0, 1.0, 2.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[5.866915828798796, 3.611406240798222, 9.368928931872402, 7.558706174420375, 2.0395641265176314, 2.4310836853753837, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['WorkDesk', 'MediaUnit', 'Armchair']"
"[10.0, 11.0, 2.5, 1.0, 1.0, 1.5, 2.0, 1.0, 2.0, 1.5, 0.0, 0.0, 0.0, 0.0]","[4.133853554043958, 1.6624694779925675, 6.38438720877347, 4.966729318398149, 5.155832885530416, 7.2850358352798725, 1.9421583322748246, 2.769752897899208, 0.0, 0.0, 0.0, 0.0]","['Bookcase', 'WorkDesk', 'MediaUnit', 'CoffeeTable']"
"[9.0, 9.0, 2.5, 1.0, 1.5, 1.0, 1.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[5.923696031081314, 7.377095331255702, 5.3741480706143445, 0.013001202946052892, 3.9015993865037526, 6.41433666466211, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['Bookcase', 'WorkDesk', 'MediaUnit']"
"[9.0, 8.0, 2.0, 2.0, 1.5, 1.0, 2.5, 2.0, 1.0, 2.5, 0.0, 0.0, 0.0, 0.0]","[5.730688235769886, 2.9811874637445057, 1.9607146141594687, 4.5070483280819325, 3.1370544532186555, 0.22293253734600293, 0.3808082596721105, 4.643207504974342, 0.0, 0.0, 0.0, 0.0]","['Closet', 'WorkDesk', 'Couch', 'Bookcase']"
"[10.0, 9.0, 1.0, 2.0, 2.0, 2.0, 1.5, 2.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[7.190030607709173, 6.913679143236359, 1.3378556807460606, 6.810649131172814, 3.7767550123613027, 6.438567804706076, 4.405730042026824, 2.2902258396911, 0.0, 0.0, 0.0, 0.0]","['MediaUnit', 'Closet', 'CoffeeTable', 'Armchair']"
"[9.0, 12.0, 2.0, 2.5, 1.0, 2.5, 2.0, 1.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0]","[5.455755102634758, 2.7995918812230576, 2.3755781978382435, 6.237517267500201, 3.443895935063307, 6.005263862709604, 0.530393139812453, 0.761301384792489, 0.0, 0.0, 0.0, 0.0]","['Couch', 'Bookcase', 'MediaUnit', 'FloorLamp']"
"[10.0, 11.0, 1.5, 2.0, 1.5, 1.0, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.10577538208492199, 7.949124002784475, 3.5866813136312854, 9.94237704445279, 6.18481181955384, 8.371296109938935, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['CoffeeTable', 'Chest', 'Closet']"
"[8.0, 9.0, 1.0, 2.0, 2.0, 1.5, 2.5, 1.0, 1.5, 1.0, 1.5, 1.0, 2.5, 2.0]","[1.7003266630001002, 4.724857708727319, 5.765438698658563, 6.2063859168284035, 1.7222904555111054, 2.015528805713714, 5.359388430326141, 5.002840215770176, 5.787489510334369, 1.7912801142127837, 2.7387534136646976, 4.027407443401447]","['MediaUnit', 'CoffeeTable', 'Bookcase', 'WorkDesk', 'Chest', 'Couch']"
"[8.0, 11.0, 1.5, 1.0, 2.0, 1.0, 0.5, 0.5, 1.0, 2.5, 0.0, 0.0, 0.0, 0.0]","[0.7859116671782188, 0.21414477062664528, 2.6299853108178812, 8.783834459695404, 1.9366819425028445, 2.717157976622435, 6.955491169399961, 5.825167754711851, 0.0, 0.0, 0.0, 0.0]","['WorkDesk', 'MediaUnit', 'FloorLamp', 'Bookcase']"
"[11.0, 8.0, 1.0, 2.5, 1.0, 1.0, 2.0, 2.0, 1.0, 1.5, 2.0, 1.0, 0.0, 0.0]","[4.522775288450038, 0.6388900692935164, 1.253166068728535, 5.135164767183438, 7.943647849142832, 4.021719492765266, 2.5587651781972665, 1.5285159397639294, 6.504435296371689, 0.7250644015198369, 0.0, 0.0]","['Bookcase', 'Armchair', 'Closet', 'WorkDesk', 'MediaUnit']"
"[9.0, 9.0, 2.0, 2.0, 1.0, 1.5, 0.5, 0.5, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[3.8322410936128017, 4.6300675572464645, 2.586140870937469, 1.5349205744949803, 4.158657181464685, 2.0404647660593955, 0.5314851583527891, 2.0292884682278487, 0.0, 0.0, 0.0, 0.0]","['Closet', 'WorkDesk', 'FloorLamp', 'MediaUnit']"
"[12.0, 8.0, 0.5, 0.5, 2.0, 2.0, 1.5, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[10.869064953948609, 6.706114399571607, 8.19360564969237, 4.424462697255144, 10.467392334515734, 1.1786696598881068, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['FloorLamp', 'Closet', 'WorkDesk']"
"[10.0, 10.0, 2.0, 2.5, 2.0, 2.0, 0.5, 0.5, 2.5, 1.0, 1.0, 1.5, 2.0, 1.5]","[5.80933110262721, 1.2841251249797458, 4.893398563104237, 5.181078438164474, 8.668051173794822, 4.1321047803813435, 2.8825740224667786, 7.283548647432191, 2.209023804894188, 5.016645143592876, 7.419757557614785, 6.624876302282541]","['Couch', 'Closet', 'FloorLamp', 'Bookcase', 'WorkDesk', 'CoffeeTable']"
"[11.0, 8.0, 2.0, 1.5, 2.0, 2.5, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.090559426771519, 4.538050687607403, 2.2290096779910327, 1.8662538070723909, 6.456645016794967, 3.127360048317448, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['CoffeeTable', 'Couch', 'Closet']"
"[11.0, 9.0, 1.5, 1.0, 2.0, 1.0, 1.5, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[7.620533492285446, 3.8327364123662893, 8.911679442770051, 0.48893530850711553, 0.26276884035810155, 3.128377023295135, 9.33884892063175, 1.6204667299543551, 0.0, 0.0, 0.0, 0.0]","['Chest', 'MediaUnit', 'WorkDesk', 'Armchair']"
"[9.0, 11.0, 2.0, 1.0, 1.0, 1.0, 1.0, 2.5, 1.0, 1.5, 0.5, 0.5, 1.5, 1.0]","[2.11688622132117, 9.596764969542443, 3.1923995474559224, 0.5733370009016947, 2.696150073700914, 2.5238485221620652, 7.818107957014206, 1.3906231838923693, 6.556965495541175, 0.8875025083098256, 6.294782510486728, 3.868156018888187]","['MediaUnit', 'Armchair', 'Bookcase', 'WorkDesk', 'FloorLamp', 'Chest']"
"[9.0, 12.0, 2.0, 2.0, 1.0, 1.5, 2.0, 1.0, 2.0, 2.5, 0.0, 0.0, 0.0, 0.0]","[5.753988616144264, 4.80867298954964, 3.519539420813513, 6.037229051118832, 2.2529347538177427, 0.1120382661118473, 6.798798059440023, 1.731933007519334, 0.0, 0.0, 0.0, 0.0]","['Closet', 'Chest', 'MediaUnit', 'Couch']"
"[11.0, 12.0, 2.0, 1.0, 1.5, 1.0, 2.0, 2.0, 1.0, 1.5, 0.0, 0.0, 0.0, 0.0]","[7.058936286404101, 2.5875386769605075, 6.30453304405756, 10.793515480816417, 5.155250940196639, 4.5496096997798, 2.9501215124630242, 8.908471038456078, 0.0, 0.0, 0.0, 0.0]","['MediaUnit', 'WorkDesk', 'Closet', 'Chest']"
"[10.0, 12.0, 2.5, 1.0, 1.5, 2.0, 1.0, 1.5, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[3.494728213969462, 9.518222172492845, 4.858431633694705, 1.6177111405879352, 0.4771551763372702, 5.510581329117512, 5.934652360228724, 7.752002851265852, 0.0, 0.0, 0.0, 0.0]","['Bookcase', 'CoffeeTable', 'Chest', 'Armchair']"
"[10.0, 8.0, 1.0, 1.0, 2.0, 1.0, 0.5, 0.5, 1.0, 2.5, 0.0, 0.0, 0.0, 0.0]","[2.039918974628579, 3.9056447551537246, 1.2414739285074425, 2.720223688697872, 3.617505877933587, 2.4507875427798638, 3.032550963759583, 5.333532455018542, 0.0, 0.0, 0.0, 0.0]","['Armchair', 'MediaUnit', 'FloorLamp', 'Bookcase']"
"[11.0, 9.0, 2.0, 1.5, 1.0, 1.0, 1.0, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.4657654386530385, 1.0371542608917252, 5.054287096180503, 4.0809984260432195, 5.75372226069343, 5.486126182794085, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['CoffeeTable', 'Armchair', 'Chest']"
"[9.0, 8.0, 1.0, 2.0, 1.5, 1.0, 2.5, 1.0, 2.0, 2.5, 0.0, 0.0, 0.0, 0.0]","[3.5293289106746855, 0.0916242210844107, 7.464812956398457, 1.281824894170136, 0.7071412956392886, 6.197803421834772, 0.723967671755955, 3.5575636367258534, 0.0, 0.0, 0.0, 0.0]","['MediaUnit', 'WorkDesk', 'Bookcase', 'Couch']"
"[12.0, 10.0, 1.5, 1.0, 0.5, 0.5, 1.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.4707463973546835, 3.7566855188796087, 7.752132455803107, 0.5105515892333847, 7.599511247431884, 2.2594068948707395, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['Chest', 'FloorLamp', 'MediaUnit']"
"[8.0, 11.0, 1.0, 1.5, 1.0, 1.0, 2.5, 2.0, 1.0, 1.5, 1.0, 2.0, 2.0, 1.5]","[3.780697140353836, 6.745512582877592, 0.7958631823843275, 7.933895516396914, 3.268709067662411, 1.5498111933915688, 4.846902582795524, 8.662216755092038, 6.007025974847316, 1.1347875465129666, 5.271740498021594, 5.246869865703002]","['Chest', 'Armchair', 'Couch', 'WorkDesk', 'MediaUnit', 'CoffeeTable']"
"[8.0, 8.0, 1.0, 1.0, 2.0, 2.0, 1.0, 2.0, 1.0, 1.5, 2.5, 1.0, 0.0, 0.0]","[6.088975361409851, 6.5331791044299505, 4.858044240560431, 0.3815311248386124, 3.538307778659972, 5.596642115004333, 2.269519380537427, 1.3297547840814092, 1.1238327426370578, 3.6004779637442494, 0.0, 0.0]","['Armchair', 'Closet', 'MediaUnit', 'Chest', 'Bookcase']"
"[9.0, 11.0, 1.0, 1.5, 2.5, 2.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[5.829453372007202, 6.82179527331097, 3.5101602842991704, 2.964296828318287, 3.0618478041402053, 2.1595316154735156, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['Chest', 'Couch', 'FloorLamp']"
"[12.0, 10.0, 2.5, 2.0, 1.0, 2.5, 1.0, 1.5, 1.0, 2.0, 0.5, 0.5, 1.5, 2.0]","[3.8100089126771497, 6.026462041131751, 8.619660828844523, 0.03498798417859578, 0.41368580252657794, 8.086530705871173, 9.821487057327621, 1.0595034733339466, 4.996174002791398, 5.136524036007958, 0.38639379011244473, 0.6869685622835497]","['Couch', 'Bookcase', 'Chest', 'MediaUnit', 'FloorLamp', 'CoffeeTable']"
"[11.0, 11.0, 1.0, 2.5, 2.0, 2.0, 2.5, 2.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0]","[9.672809009276184, 1.7512014350262248, 1.6052463903176357, 0.2669895383767029, 2.9184794197424484, 7.477893605535789, 6.250481167981409, 8.124285661826296, 0.0, 0.0, 0.0, 0.0]","['Bookcase', 'Closet', 'Couch', 'FloorLamp']"
"[9.0, 10.0, 2.0, 2.0, 1.5, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.8716187221517515, 2.417920783843954, 3.8160621244053785, 7.908093248245606, 4.5299078271175075, 5.88674089672777, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['Closet', 'Chest', 'MediaUnit']"
"[9.0, 8.0, 2.5, 2.0, 2.0, 2.0, 2.0, 1.5, 1.5, 1.0, 1.0, 1.0, 1.0, 2.5]","[3.0068658451114123, 4.8763280113228795, 2.304542842316456, 2.1082834794488416, 0.9048140896516094, 5.939294648042085, 1.0806148334459706, 4.298922303454866, 4.495172147634566, 1.2068756250485801, 7.224830955186516, 2.060130989772847]","['Couch', 'Closet', 'CoffeeTable', 'WorkDesk', 'Armchair', 'Bookcase']"
"[9.0, 10.0, 2.0, 1.0, 2.0, 2.0, 1.0, 1.5, 2.0, 2.5, 2.0, 1.5, 0.0, 0.0]","[3.2634573831774545, 1.795535957670727, 1.698786164041899, 4.1430037727633415, 7.319276155436479, 3.46512796331264, 0.42799253677044014, 6.814511504700144, 6.7600697996900125, 0.061554348006039816, 0.0, 0.0]","['MediaUnit', 'Closet', 'Chest', 'Couch', 'CoffeeTable']"
